Fighter_first,Fighter_last,Fighter_height,Fighter_weight,Fighter_reach,Fighter_wins,Fighter_losses,Fighter_draws,Fighter_nickname,Fighter_stance
Alex,Gilpin,"5' 7""",145 lbs.,--,11,1,0,,Orthodox
Bob,Gilstrap,"6' 3""",200 lbs.,--,5,7,0,,Orthodox
Eperaim,Ginting,"5' 4""",135 lbs.,"64.0""",6,1,0,The Wolfman,Orthodox
Demetrius,Gioulacos,"5' 11""",185 lbs.,--,0,1,0,,
Billy,Giovanella,"5' 8""",125 lbs.,--,9,5,0,Wolverine,
He-Man,Gipson,--,--,--,1,2,0,,
Israel,Giron,"5' 8""",155 lbs.,--,19,5,0,El Rojo,
Brandon,Girtz,"5' 7""",155 lbs.,--,14,7,0,Cold Roll,
Jason,Glaza,"6' 0""",230 lbs.,--,3,2,0,,
Mike,Glenn,--,205 lbs.,--,5,6,0,,
Ricky,Glenn,"6' 0""",155 lbs.,"70.0""",22,8,2,The Gladiator,Southpaw
Mark,Godbeer,"6' 4""",240 lbs.,"77.0""",13,4,0,The Hand Of,Orthodox
Clint,Godfrey,"5' 6""",135 lbs.,--,13,3,0,,Southpaw
Loopy,Godinez,"5' 2""",115 lbs.,"61.0""",12,3,0,,Orthodox
Jason,Godsey,"6' 2""",230 lbs.,--,16,16,0,,Orthodox
Allan,Goes,"6' 0""",205 lbs.,--,10,5,2,,Orthodox
Billy,Goff,"5' 10""",170 lbs.,"72.0""",9,2,0,,Switch
Amiran,Gogoladze,"6' 1""",170 lbs.,"74.0""",14,3,0,,Switch
Jonny,Goh,"5' 11""",155 lbs.,--,3,4,0,,
Hannah,Goldy,"5' 4""",115 lbs.,"61.0""",6,4,0,24K,Orthodox
Marcelo,Golm,"6' 3""",249 lbs.,"75.0""",6,3,0,,Orthodox
Denise,Gomes,"5' 2""",115 lbs.,"63.0""",8,3,0,Dee,Orthodox
Sergio,Gomez,"5' 6""",155 lbs.,--,10,3,0,,Orthodox
Frank,Gomez,"5' 10""",135 lbs.,"67.0""",10,6,0,,Orthodox
Alan,Gomez,--,155 lbs.,--,2,0,0,,
David,Gomez,--,155 lbs.,--,1,2,0,,
Ulysses,Gomez,"5' 6""",125 lbs.,--,9,5,0,Useless,Orthodox
Joey,Gomez,"5' 10""",135 lbs.,"73.0""",6,2,0,KO King,Orthodox
Luis,Gomez,"5' 7""",145 lbs.,"68.0""",4,1,0,Tiger Junior,Orthodox
Joey,Gomez,"5' 10""",155 lbs.,"71.0""",7,1,0,,Orthodox
Edson,Gomez,"5' 8""",170 lbs.,"69.0""",6,2,0,,Switch
Silvana,Gomez Juarez,"5' 3""",115 lbs.,"65.0""",11,5,0,La Malvada,Orthodox
Takanori,Gomi,"5' 7""",155 lbs.,"70.0""",35,14,0,The Fireball Kid,Southpaw
William,Gomis,"6' 0""",145 lbs.,"73.0""",13,2,0,Jaguar,Southpaw
Akihiro,Gono,"5' 7""",170 lbs.,"68.0""",35,21,8,,Switch
Gabriel,Gonzaga,"6' 2""",242 lbs.,"76.0""",17,11,0,Napao,Orthodox
Justin,Gonzales,"5' 9""",145 lbs.,"72.0""",6,0,0,J-Train,Orthodox
Fernando,Gonzalez,"5' 9""",170 lbs.,"68.0""",26,14,0,The Menifee Maniac,Southpaw
Nick,Gonzalez,"5' 6""",155 lbs.,--,17,12,0,The Ghost,Orthodox
Fabian,Gonzalez,"5' 10""",135 lbs.,--,2,1,0,,
Lewis,Gonzalez,"5' 10""",170 lbs.,--,11,3,0,Lethal,Orthodox
Jason,Gonzalez,"6' 2""",155 lbs.,"74.0""",11,5,0,Nicoya,Southpaw
Pearl,Gonzalez,"5' 4""",115 lbs.,--,6,3,0,,Orthodox
Jorge,Gonzalez,"6' 2""",205 lbs.,"76.0""",16,4,0,Street,Orthodox
Mikey,Gonzalez,"5' 11""",155 lbs.,"74.0""",7,2,0,Rolls,Orthodox
Erick,Gonzalez,"5' 11""",155 lbs.,"75.0""",14,8,0,The Ghost Pepper,Orthodox
Jennifer,Gonzalez,"5' 2""",125 lbs.,--,13,5,0,Jefa,
Kier,Gooch,--,155 lbs.,--,2,7,0,,
Lyman,Good,"6' 0""",170 lbs.,"74.0""",21,6,0,Cyborg,Orthodox
Jared,Gooden,"6' 0""",170 lbs.,"77.0""",22,9,0,NiteTrain,Orthodox
Gary,Goodridge,"6' 3""",249 lbs.,--,23,22,1,Big Daddy,Orthodox
Jordan,Goodwin,--,155 lbs.,--,0,0,0,,
Gerard,Gordeau,"6' 5""",216 lbs.,--,2,2,0,,Orthodox
Eddie,Gordon,"6' 0""",185 lbs.,"76.0""",8,4,0,Truck,Orthodox
Jared,Gordon,"5' 9""",155 lbs.,"68.0""",20,6,0,Flash,Orthodox
Tebaris,Gordon,"6' 1""",265 lbs.,--,3,1,0,Boom,Orthodox
Malcolm,Gordon,"5' 7""",125 lbs.,"71.0""",14,7,0,X,Switch
Tresean,Gore,"6' 0""",185 lbs.,"75.0""",5,2,0,Mr. Vicious,Switch
Alex,Gorgees,"6' 2""",155 lbs.,"74.0""",6,1,0,Hitman,Switch
Themba,Gorimbo,"6' 1""",170 lbs.,"77.0""",11,4,0,The Answer,Orthodox
Tim,Gorman,"5' 5""",135 lbs.,--,9,4,0,The Psycho,Southpaw
Chase,Gormley,"6' 3""",265 lbs.,--,14,6,0,,Orthodox
Jonathan,Goulet,"6' 0""",170 lbs.,"73.0""",23,12,0,The Road Warrior,Orthodox
Thibault,Gouti,"5' 10""",155 lbs.,"72.0""",12,5,0,GT,Orthodox
Wilson,Gouveia,"6' 1""",185 lbs.,"76.0""",14,8,0,,Orthodox
Todd,Gouwenberg,"6' 1""",205 lbs.,--,9,5,0,,Orthodox
Hugo,Govea,--,--,--,0,1,0,,
Justin,Governale,--,145 lbs.,--,5,5,0,The Therapist,
Damian,Grabowski,"6' 1""",241 lbs.,"75.0""",20,5,0,The Polish Pitbull,Orthodox
Royce,Gracie,"6' 1""",175 lbs.,--,15,2,3,,Southpaw
Crosley,Gracie,"5' 9""",190 lbs.,--,2,2,0,,Orthodox
Daniel,Gracie,"6' 2""",225 lbs.,--,5,4,1,,Orthodox
Ralph,Gracie,"5' 9""",183 lbs.,--,6,1,0,,Orthodox
Renzo,Gracie,"5' 10""",185 lbs.,--,13,7,1,,Orthodox
Rickson,Gracie,"5' 10""",185 lbs.,--,11,0,0,,Switch
Rodrigo,Gracie,"6' 0""",183 lbs.,--,6,2,1,,Orthodox
Royler,Gracie,"5' 8""",150 lbs.,--,5,5,1,,Southpaw
Ryan,Gracie,"5' 9""",200 lbs.,--,5,2,0,,Orthodox
Ralek,Gracie,"6' 2""",210 lbs.,--,3,1,0,,Orthodox
Rolles,Gracie,"6' 4""",242 lbs.,--,8,4,0,,Orthodox
Cesar,Gracie,"5' 10""",181 lbs.,--,0,1,0,,Orthodox
Roger,Gracie,"6' 4""",185 lbs.,"79.0""",8,2,0,,Orthodox
Igor,Gracie,"5' 11""",170 lbs.,--,5,4,0,,
Neiman,Gracie,"6' 0""",170 lbs.,--,6,0,0,,
Kron,Gracie,"5' 9""",145 lbs.,"70.0""",5,2,0,,Southpaw
Bogdan,Grad,"5' 8""",155 lbs.,"70.0""",11,2,0,The Unleashed,Orthodox
Steven,Graham,"6' 1""",290 lbs.,--,2,1,0,,Orthodox
Scott,Graham,"6' 4""",185 lbs.,--,3,1,0,,Orthodox
Miranda,Granger,"5' 7""",115 lbs.,"68.0""",7,3,0,Danger,Orthodox
TJ,Grant,"5' 10""",155 lbs.,"72.0""",21,5,0,,Orthodox
Davey,Grant,"5' 8""",135 lbs.,"69.0""",15,7,0,Dangerous,Orthodox
Dwight,Grant,"6' 1""",185 lbs.,"76.0""",11,6,0,The Body Snatcher,Switch
Alexa,Grasso,"5' 5""",125 lbs.,"66.0""",16,3,1,,Orthodox
Tony,Gravely,"5' 5""",135 lbs.,"69.0""",23,9,0,,Orthodox
Michael,Graves,"5' 10""",170 lbs.,"71.0""",6,0,1,,Orthodox
Shelton,Graves,"6' 2""",255 lbs.,"76.0""",7,3,0,The Gravedigger,Southpaw
James,Gray,"5' 9""",135 lbs.,--,4,1,0,The Phenom,Orthodox
Kevin,Gray,"5' 4""",125 lbs.,"67.0""",9,4,0,Pocket Herc,Orthodox
Sam,Greco,"6' 2""",205 lbs.,--,3,1,1,,Orthodox
Bobby,Green,"5' 10""",155 lbs.,"71.0""",31,14,1,King,Orthodox
Desmond,Green,"5' 10""",155 lbs.,"73.0""",23,8,0,The Predator,Southpaw
Gabe,Green,"5' 10""",170 lbs.,"73.0""",11,5,0,Gifted,Switch
Maurice,Greene,"6' 7""",258 lbs.,"80.0""",9,7,0,The Crochet Boss,Orthodox
Matt,Grice,"5' 8""",145 lbs.,"70.0""",15,5,0,The Real One,Orthodox
Forrest,Griffin,"6' 3""",205 lbs.,"77.0""",19,7,0,,Orthodox
Tyson,Griffin,"5' 6""",145 lbs.,"68.0""",16,8,0,,Orthodox
Max,Griffin,"5' 11""",170 lbs.,"76.0""",19,10,0,Pain,Orthodox
Jordan,Griffin,"5' 10""",145 lbs.,"73.0""",18,9,0,Native Psycho,Southpaw
Chad,Griggs,"6' 1""",205 lbs.,"73.0""",11,3,0,The Grave Digger,Orthodox
Charalampos,Grigoriou,"5' 7""",135 lbs.,"67.0""",8,3,0,Ferocious,Orthodox
Chuck,Grigsby,"6' 6""",205 lbs.,--,23,10,0,The Reverend,Orthodox
Rodrigo,Gripp de Sousa,"5' 11""",205 lbs.,--,7,9,0,Riscado,Orthodox
Maxim,Grishin,"6' 3""",205 lbs.,"78.0""",32,10,2,Maximus,Orthodox
Josh,Grispi,"5' 11""",145 lbs.,"74.0""",14,5,0,The Fluke,Orthodox
Garrett,Gross,"5' 9""",155 lbs.,--,11,7,0,,Orthodox
Kendall,Grove,"6' 6""",185 lbs.,"79.0""",23,17,0,Da Spyder,Orthodox
Neil,Grove,"6' 6""",265 lbs.,--,12,8,1,Goliath,Orthodox
Chris,Gruetzemacher,"5' 8""",155 lbs.,"68.0""",15,5,0,Gritz,Orthodox
Vik,Grujic,"5' 11""",170 lbs.,"73.0""",6,6,0,The Spartan,Orthodox
Mike,Grundy,"5' 7""",145 lbs.,"72.0""",12,4,0,,Orthodox
Wang,Guan,"5' 9""",145 lbs.,"71.0""",20,1,1,The Dongbei Tiger,Orthodox
Nandor,Guelmino,"6' 3""",230 lbs.,--,11,5,1,The Hun,
Fabricio,Guerreiro,"5' 10""",145 lbs.,--,21,5,0,,
Rainn,Guerrero,"5' 6""",125 lbs.,"65.0""",5,2,0,Purple Rainn,Orthodox
Shannon,Gugerty,"5' 10""",155 lbs.,"71.0""",15,7,0,,Orthodox
Clay,Guida,"5' 7""",155 lbs.,"70.0""",38,20,0,The Carpenter,Orthodox
Jason,Guida,"5' 10""",214 lbs.,--,19,28,0,,
Melvin,Guillard,"5' 9""",155 lbs.,"71.0""",32,18,2,The Young Assassin,Orthodox
Chris,Guillen,"6' 0""",240 lbs.,--,13,16,0,,Orthodox
Marcelo,Guimaraes,"6' 0""",185 lbs.,"73.0""",9,2,1,Magrao,Orthodox
Leonardo,Guimaraes,"6' 0""",185 lbs.,--,11,5,0,Leleco,Orthodox
Brad,Gumm,"5' 11""",170 lbs.,--,10,6,1,,Orthodox
John,Gunderson,"5' 9""",155 lbs.,"69.0""",35,16,2,Quick Guns,Orthodox
John,Gunther,"5' 9""",155 lbs.,"72.0""",5,1,0,The Machine,Orthodox
Jorge,Gurgel,"5' 7""",155 lbs.,"69.0""",14,10,0,,Orthodox
Fabio,Gurgel,"6' 0""",205 lbs.,--,3,2,0,,Orthodox
Bogdan,Guskov,"6' 3""",205 lbs.,"76.0""",14,3,0,Czarevitch,Orthodox
Gugun,Gusman,"5' 7""",135 lbs.,"68.0""",8,4,0,The Tiger,Orthodox
Andre,Gusmao,"6' 0""",205 lbs.,--,6,3,0,,Orthodox
Alexander,Gustafsson,"6' 5""",205 lbs.,"79.0""",18,8,0,The Mauler,Orthodox
Justin,Guthrie,"6' 1""",170 lbs.,--,18,9,0,,
Horacio,Gutierrez,"5' 10""",145 lbs.,--,4,3,0,The Punisher,
Chris,Gutierrez,"5' 9""",135 lbs.,"67.0""",20,5,2,El Guapo,Orthodox
Mando,Gutierrez,"5' 6""",135 lbs.,"70.0""",7,2,0,El Toro,Southpaw
Mike,Guymon,"6' 0""",170 lbs.,"74.0""",15,6,1,The Joker,Orthodox
Chelsea,Hackett,"5' 4""",125 lbs.,"66.0""",3,1,1,Hammer,Switch
Keith,Hackney,"5' 11""",200 lbs.,--,2,2,0,The Giant Killer,Sideways
Jake,Hadley,"5' 7""",125 lbs.,"70.0""",10,2,0,White Kong,Southpaw
Steve,Hadsel,"5' 8""",170 lbs.,--,3,0,0,,
Damir,Hadzovic,"5' 9""",155 lbs.,"70.0""",14,7,0,The Bosnian Bomber,Orthodox
Bassil,Hafez,"5' 11""",170 lbs.,"72.0""",8,4,1,The Habibi,Orthodox
Tim,Hague,"6' 4""",260 lbs.,"76.0""",21,13,0,The Trashing Machine,Orthodox
Yazan,Hajeh,"5' 9""",145 lbs.,--,6,1,0,Yazzle Dazzle,Orthodox
Stoney,Hale,"6' 0""",--,--,5,3,0,The Skuller,
Kevin,Haley,"6' 2""",205 lbs.,--,6,4,0,The North Woods Nightmare,
Mark,Hall,"6' 0""",190 lbs.,--,5,6,0,,Orthodox
Uriah,Hall,"6' 0""",185 lbs.,"79.0""",18,11,0,Prime Time,Orthodox
Ryan,Hall,"5' 10""",145 lbs.,"70.0""",9,2,0,The Wizard,Southpaw
Dennis,Hallman,"5' 9""",155 lbs.,"72.0""",53,20,2,Superman,Orthodox
Piotr,Hallmann,"5' 9""",155 lbs.,"71.0""",18,6,0,Pletwal,Orthodox
Tony,Halme,"6' 3""",300 lbs.,--,0,4,0,,Orthodox
Brandon,Halsey,"6' 0""",185 lbs.,--,9,3,0,Bull,
John,Halverson,"5' 9""",155 lbs.,--,16,8,0,The Hurricane,Southpaw
Seo Hee,Ham,"5' 2""",115 lbs.,"62.0""",17,8,0,,Southpaw
Frank,Hamaker,--,--,--,1,0,0,,
Kazuhiro,Hamanaka,"6' 0""",185 lbs.,--,5,7,1,,Southpaw
Rami,Hamed,--,170 lbs.,--,12,3,0,,
Matt,Hamill,"6' 1""",205 lbs.,"76.0""",12,8,0,The Hammer,Orthodox
Jeremy,Hamilton,--,185 lbs.,--,9,2,0,Hawk,
Anthony,Hamilton,"6' 5""",260 lbs.,"76.0""",15,9,0,Freight Train,Orthodox
CJ,Hamilton,"5' 7""",125 lbs.,"68.0""",11,4,0,The Autobot,Switch
Jared,Hamman,"6' 3""",185 lbs.,"75.0""",14,6,0,The Messenger,Orthodox
James,Hammortree,"6' 3""",185 lbs.,--,6,3,0,The Sledge,Orthodox
Dean,Hancock,--,155 lbs.,--,2,1,0,The Hammer,
Chad,Hanekom,"6' 4""",185 lbs.,"74.0""",9,3,0,Superman,Orthodox
Joachim,Hansen,"5' 7""",150 lbs.,--,23,14,1,Hellboy,Southpaw
Kay,Hansen,"5' 2""",115 lbs.,"63.0""",7,6,0,,Orthodox
Nasrat,Haqparast,"5' 10""",155 lbs.,"72.0""",15,5,0,,Southpaw
Shin,Haraguchi,"5' 6""",155 lbs.,"68.0""",7,0,0,,Switch
Janay,Harding,--,135 lbs.,--,2,3,0,Hollowpoint,
Antoni,Hardonk,"6' 4""",245 lbs.,"78.0""",8,6,0,,Orthodox
George,Hardwick,"5' 10""",155 lbs.,"72.0""",12,2,0,King,Orthodox
Dan,Hardy,"6' 0""",170 lbs.,"74.0""",25,10,0,The Outlaw,Orthodox
Veronica,Hardy,"5' 4""",125 lbs.,"64.0""",7,4,1,,Southpaw
Greg,Hardy,"6' 5""",265 lbs.,"80.0""",7,5,0,Prince of War,Orthodox
Tobias,Harila,--,--,--,12,3,0,Bad Intention,
Baru,Harn,--,265 lbs.,--,1,2,0,Seiryu,
Scott,Harper,"6' 0""",185 lbs.,--,12,7,0,,Orthodox
Josiah,Harrell,"5' 7""",170 lbs.,"68.0""",7,0,0,Muscle Hamster,Southpaw
Gerry,Harris,"6' 8""",270 lbs.,--,1,4,0,,Orthodox
Gerald,Harris,"5' 11""",185 lbs.,"77.0""",23,5,0,,Southpaw
Phil,Harris,"5' 4""",125 lbs.,"65.0""",22,12,0,Billy,Orthodox
Walt,Harris,"6' 5""",250 lbs.,"77.0""",13,10,0,The Big Ticket,Southpaw
Dhafir,Harris,--,257 lbs.,--,2,0,0,Dada 5000,
Trevor,Harris,"5' 6""",145 lbs.,--,2,2,0,,
Carlston,Harris,"6' 0""",170 lbs.,"76.0""",19,5,0,Mocambique,Orthodox
Collin,Hart,"6' 1""",185 lbs.,--,6,3,1,,Orthodox
Dale,Hartt,"5' 10""",155 lbs.,"69.0""",6,3,0,,Orthodox
Luke,Hartwig,--,--,--,0,1,0,,
Clay,Harvison,"6' 1""",170 lbs.,"74.0""",13,6,0,Bushwacker,Orthodox
Hidehiko,Hasegawa,"5' 9""",170 lbs.,--,19,20,6,,
Chris,Haseman,"5' 11""",205 lbs.,--,20,17,0,The Hammer,Orthodox
Takayo,Hashi,"5' 4""",135 lbs.,--,15,6,1,,Orthodox
Tomohiko,Hashimoto,"6' 0""",250 lbs.,--,1,4,0,,Orthodox
Justin,Haskins,"5' 10""",170 lbs.,--,7,6,0,,Orthodox
Hayder,Hassan,"5' 10""",170 lbs.,--,6,3,0,Hulk,
Ahmad,Hassanzada,"6' 1""",155 lbs.,"75.0""",10,2,0,Lion of the Ring,Orthodox
Daiki,Hata,"5' 6""",139 lbs.,--,17,11,7,DJ Taiki,Orthodox
John,Hathaway,"6' 1""",170 lbs.,"75.0""",17,2,0,The Hitman,Orthodox
Phil,Hawes,"6' 0""",185 lbs.,"77.0""",12,5,0,No Hype,Orthodox
Justin,Hawes,"5' 11""",205 lbs.,--,6,9,0,The Hawk,
Chris,Hawk,"6' 1""",205 lbs.,--,5,10,0,,
Del,Hawkins,"5' 5""",135 lbs.,--,22,17,0,The Filipino Delight,Orthodox
Tommy,Hayden,"5' 9""",145 lbs.,--,11,3,0,Wild Card,Southpaw
Mike,Hayes,"6' 4""",230 lbs.,--,20,12,2,,Orthodox
Ryan,Hayes,--,--,--,7,6,0,,
Gerric,Hayes,"5' 10""",--,--,8,11,0,,
Josh,Haynes,"5' 9""",170 lbs.,--,14,11,0,Bring the Pain,Orthodox
Dustin,Hazelett,"6' 1""",170 lbs.,"76.0""",12,7,0,McLovin,Orthodox
James,Head,"6' 1""",170 lbs.,"73.0""",9,4,0,,Orthodox
Pat,Healy,"6' 0""",155 lbs.,"72.0""",34,23,0,Bam Bam,Orthodox
Ryan,Healy,"6' 1""",155 lbs.,--,25,14,1,The Irish Assassin,Orthodox
Spencer,Hearns,"5' 11""",185 lbs.,--,1,0,0,,
David,Heath,"5' 11""",205 lbs.,"72.0""",18,7,0,,Orthodox
Chris,Heatherly,"5' 9""",155 lbs.,--,9,4,0,Stump,Orthodox
Jake,Hecht,"6' 0""",170 lbs.,"73.0""",11,4,0,Hitman,Orthodox
Nick,Hein,"5' 6""",155 lbs.,"66.0""",14,5,0,Sergeant,Southpaw
Ian,Heinisch,"5' 11""",185 lbs.,"72.0""",14,5,0,The Hurricane,Orthodox
Marcin,Held,"5' 9""",155 lbs.,"71.0""",23,7,0,,Orthodox
Delson,Heleno,"5' 11""",185 lbs.,--,29,10,0,Pe De Chumbo,Orthodox
Matt,Helm,--,155 lbs.,--,1,1,0,,
Elisha,Helsper,"5' 6""",135 lbs.,--,0,4,0,Knuckles,Orthodox
Dan,Henderson,"5' 11""",185 lbs.,"74.0""",32,15,0,Hendo,Orthodox
Benson,Henderson,"5' 9""",170 lbs.,"70.0""",24,7,0,Smooth,Southpaw
Ron,Henderson,"5' 10""",125 lbs.,--,4,3,0,,
Josh,Hendricks,"6' 2""",235 lbs.,--,19,11,0,,Southpaw
Johny,Hendricks,"5' 9""",185 lbs.,"69.0""",18,8,0,Bigg Rigg,Southpaw
Cory,Hendricks,"6' 3""",205 lbs.,--,3,1,0,,Switch
Luis,Henrique,"6' 2""",243 lbs.,"74.0""",10,5,0,KLB,Orthodox
Jose,Henrique,"6' 3""",170 lbs.,"79.0""",5,1,0,Canela,Orthodox
Diego,Henrique da Silva,"6' 2""",185 lbs.,--,8,4,0,Gaucho,Orthodox
Danny,Henry,"6' 0""",145 lbs.,"73.0""",12,4,0,The Hatchet,Orthodox
Victor,Henry,"5' 7""",135 lbs.,"68.0""",23,6,0,La Mangosta,Switch
TJ,Hepburn,"5' 7""",155 lbs.,--,4,2,0,The Carnivore,
Jai,Herbert,"6' 1""",155 lbs.,"77.0""",12,5,1,Black Country Banger,Orthodox
Ed,Herman,"6' 1""",205 lbs.,"77.0""",27,16,0,Short Fuse,Orthodox
Dave,Herman,"6' 4""",242 lbs.,"77.0""",22,6,0,,Orthodox
Jack,Hermansson,"6' 1""",185 lbs.,"77.0""",23,8,0,The Joker,Orthodox
Noe,Hernandez,--,--,--,5,5,0,,Orthodox
Joe,Hernandez,--,--,--,0,1,0,,
Ramiro,Hernandez,"5' 9""",135 lbs.,--,19,9,0,Junior,Orthodox
Alexander,Hernandez,"5' 9""",145 lbs.,"72.0""",14,7,0,The Great Ape,Orthodox
Anthony,Hernandez,"6' 0""",185 lbs.,"75.0""",11,2,0,Fluffy,Orthodox
Nohelin,Hernandez,"5' 10""",135 lbs.,"71.0""",9,4,0,Suave,Orthodox
Carlos,Hernandez,"5' 8""",125 lbs.,"67.0""",9,2,0,,Orthodox
Paul,Herrera,"5' 10""",185 lbs.,--,1,1,0,The Bone Crusher,Orthodox
Chris,Herrera,"5' 10""",185 lbs.,--,3,2,1,The Crusher,
Geane,Herrera,"5' 5""",125 lbs.,"66.0""",9,3,0,La Pulga,Orthodox
Alvaro,Herrera Mendoza,"6' 0""",155 lbs.,"74.0""",9,6,0,Chango,Orthodox
Felice,Herrig,"5' 4""",115 lbs.,"65.0""",14,10,0,Lil Bulldog,Orthodox
Heath,Herring,"6' 4""",250 lbs.,"78.0""",28,16,0,The Texas Crazy Horse,Orthodox
Jon,Hess,"6' 7""",295 lbs.,--,1,1,0,,
Clint,Hester,"6' 2""",205 lbs.,"77.0""",11,6,0,Headbussa,Orthodox
Brandon,Hester,"6' 1""",205 lbs.,--,3,0,0,The Beast,
Jimy,Hettes,"5' 9""",145 lbs.,"71.0""",11,3,0,The Kid,Southpaw
Conor,Heun,"5' 10""",155 lbs.,--,9,5,0,Hurricane,Orthodox
Marcus,Hicks,"5' 6""",155 lbs.,"64.0""",10,4,0,The Wrecking Ball,Southpaw
Jay,Hieron,"6' 0""",170 lbs.,"75.0""",23,7,0,The Thoroughbred,Orthodox
Brady,Hiestand,"5' 8""",135 lbs.,"71.0""",8,2,0,,Orthodox
Lee,Higgins,--,155 lbs.,--,2,1,0,,
Jason,High,"5' 8""",155 lbs.,"73.0""",21,6,0,The Kansas City Bandit,Southpaw
Richie,Hightower,"5' 8""",170 lbs.,--,8,4,0,The Dirty Samurai,Orthodox
Alex,Higley,"5' 10""",145 lbs.,--,4,3,0,,
Corey,Hill,"6' 4""",155 lbs.,"80.0""",6,9,0,,Orthodox
Isaiah,Hill,"5' 10""",155 lbs.,--,5,7,1,,
Angela,Hill,"5' 3""",115 lbs.,"64.0""",16,13,0,Overkill,Orthodox
Tyler,Hill,"6' 3""",170 lbs.,--,8,2,0,,Switch
Jamahal,Hill,"6' 4""",205 lbs.,"79.0""",12,1,0,Sweet Dreams,Southpaw
Kailan,Hill,"6' 1""",185 lbs.,"77.0""",4,1,0,,Southpaw
Branden Lee,Hinkle,"6' 3""",235 lbs.,--,17,11,0,The Iron Lion,Orthodox
Hatsu,Hioki,"5' 11""",145 lbs.,"73.0""",29,10,2,,Orthodox
Alan,Hiro,"5' 5""",135 lbs.,--,14,5,4,Yamaniha,Orthodox
Kuniyoshi,Hironaka,"5' 10""",168 lbs.,"70.0""",23,9,0,,Orthodox
Mizuto,Hirota,"5' 7""",155 lbs.,"67.0""",18,10,2,Pugnus,Orthodox
Yuji,Hisamatsu,"5' 10""",185 lbs.,--,16,22,6,,
Kwan,Ho Kwak,"5' 5""",135 lbs.,--,9,2,0,,Switch
Matt,Hobar,"5' 10""",135 lbs.,"70.0""",9,3,0,The Crowbar,Southpaw
Bobby,Hoffman,"6' 2""",245 lbs.,--,36,10,1,The Truth,Orthodox
Chris,Hofmann,"6' 0""",170 lbs.,"72.0""",9,2,0,,Orthodox
Sam,Hoger,"6' 2""",205 lbs.,--,10,4,0,The Alaskan Assassin,Orthodox
Andrew,Holbrook,"5' 11""",155 lbs.,"70.0""",12,3,0,,Southpaw
Sean,Holden,"5' 10""",170 lbs.,--,5,2,0,,
Chris,Holdsworth,"5' 11""",135 lbs.,--,6,0,0,,
Kevin,Holland,"6' 3""",170 lbs.,"81.0""",25,10,0,Trailblazer,Orthodox
Roger,Hollett,"5' 11""",205 lbs.,--,13,5,0,The Hulk,Orthodox
Max,Holloway,"5' 11""",145 lbs.,"69.0""",25,7,0,Blessed,Orthodox
Gabrielle,Holloway,"5' 3""",145 lbs.,--,6,5,0,Gabanator,
Jeremie,Holloway,"6' 0""",170 lbs.,--,8,3,0,Hit Em,
Holly,Holm,"5' 8""",135 lbs.,"69.0""",15,6,0,The Preacher's Daughter,Southpaw
Rex,Holman,"6' 3""",205 lbs.,--,4,2,0,Big Dog,Southpaw
Joseph,Holmes,"6' 4""",185 lbs.,"80.0""",8,4,0,Uglyman Joe,Orthodox
Kurt,Holobaugh,"5' 11""",155 lbs.,"70.0""",21,7,0,,Orthodox
Paddy,Holohan,"5' 10""",125 lbs.,"69.0""",12,2,1,The Hooligan,Orthodox
Ben,Holscher,"5' 11""",155 lbs.,--,4,0,0,The Teacher,
Mark,Holst,"6' 0""",155 lbs.,--,12,6,0,Boots,Orthodox
Scott,Holtzman,"5' 9""",155 lbs.,"69.0""",14,6,0,Hot Sauce,Orthodox
Sabah,Homasi,"6' 0""",170 lbs.,"72.0""",11,8,0,,Orthodox
Mark,Hominick,"5' 8""",145 lbs.,"68.0""",20,12,0,The Machine,Orthodox
Barb,Honchak,"5' 4""",125 lbs.,"65.0""",10,4,0,Little Warrior,Orthodox
Chris,Honeycutt,"5' 10""",170 lbs.,"73.0""",9,1,0,The Cutt,
JunYoung,Hong,"5' 8""",145 lbs.,"69.0""",11,7,1,Drunken Red,Orthodox
SeongChan,Hong,"5' 7""",155 lbs.,"69.0""",9,2,0,Honey Badger,Orthodox
Satoshi,Honma,"6' 1""",205 lbs.,--,4,6,3,,Orthodox
David,Hood,"6' 0""",200 lbs.,--,1,3,0,,
Lorenzo,Hood,"6' 3""",265 lbs.,"80.0""",14,5,0,Dream Killer,Southpaw
Dan,Hooker,"6' 0""",155 lbs.,"75.0""",23,12,0,The Hangman,Switch
Chase,Hooper,"6' 1""",155 lbs.,"74.0""",12,3,1,The Dream,Southpaw
Darrell,Horcher,"5' 10""",155 lbs.,"70.0""",13,4,0,The Saint,Southpaw
Moti,Horenstein,"6' 4""",230 lbs.,--,1,6,0,,Orthodox
Yoshinori,Horie,"5' 8""",145 lbs.,"70.0""",8,2,0,,Orthodox
Kyoji,Horiguchi,"5' 5""",125 lbs.,"66.0""",19,2,0,,Orthodox
Yuma,Horiuchi,"5' 6""",125 lbs.,"67.0""",9,5,0,Ichiban,Switch
Jeremy,Horn,"6' 1""",185 lbs.,"74.0""",91,22,5,Gumby,Orthodox
Matt,Horning,"5' 4""",125 lbs.,--,20,25,0,Horndog,
Chris,Horodecki,"5' 9""",155 lbs.,"69.0""",21,7,1,The Polish Hammer,Orthodox
Jamey-Lyn,Horth,"5' 7""",125 lbs.,"66.0""",6,0,0,,Orthodox
